Vehicle_ID,State,Vehicle_Type,Fuel_Type,EV_Status,Manufacturer,Model,Year_of_Manufacture,Units_Sold,Price,Mileage_kmpl,CO2_Emission_g_km,Registration_City
V1496,Karnataka,SUV,Petrol,No,MG,Hector,2013,9812,2401953,10.6,167.3,Delhi
V1497,Haryana,Bus,Electric,Yes,Tata,Nexon,2020,14307,935618,0.0,0.0,Ahmedabad
V1498,Uttarakhand,Auto,Hybrid,No,TVS,Jupiter,2018,4040,980157,23.5,142.1,Bengaluru
V1499,Chhattisgarh,Bus,Hybrid,No,Tata,Tiago,2023,1322,2323537,28.4,124.2,Kolkata
V1500,Odisha,Truck,Electric,Yes,Tata,Punch,2016,9494,748113,0.0,0.0,Mumbai
V1501,West Bengal,Van,Petrol,No,Force Motors,Gurkha,2023,11230,2067482,26.5,113.2,Ahmedabad
V1502,Telangana,Truck,Petrol,No,Eicher,Pro 2049,2013,6250,1190808,20.8,161.9,Delhi
V1503,Rajasthan,Auto,Electric,Yes,Bajaj,Chetak,2018,12353,936186,0.0,0.0,Bengaluru
V1504,Uttarakhand,Van,Petrol,No,Maruti,Alto,2021,14876,1306580,17.2,199.1,Delhi
V1505,Kerala,SUV,Hybrid,No,MG,Hector,2017,3030,257599,16.4,172.5,Delhi
V1506,Chhattisgarh,Auto,Petrol,No,TVS,Jupiter,2013,8598,2269966,13.3,143.0,Hyderabad
V1507,Uttarakhand,SUV,Diesel,No,Mahindra,Bolero,2018,6409,590625,28.2,191.4,Hyderabad
V1508,Gujarat,Van,Electric,Yes,Maruti,Baleno,2022,11286,588308,0.0,0.0,Lucknow
V1509,Bihar,Car,Hybrid,No,Maruti,Ertiga,2024,14428,2369692,26.9,143.0,Chennai
V1510,Delhi,Bike,Hybrid,No,Honda,Amaze,2019,11086,237911,26.8,157.5,Kolkata
V1511,Tamil Nadu,Auto,Petrol,No,Bajaj,Pulsar,2018,2130,1407501,22.3,105.8,Mumbai
V1512,Odisha,Bike,Electric,Yes,Hero,HF Deluxe,2022,11165,250370,0.0,0.0,Chennai
V1513,West Bengal,Auto,Diesel,No,Bajaj,Chetak,2015,3834,150209,27.6,168.7,Kochi
V1514,Punjab,Auto,Petrol,No,Piaggio,Porter,2014,8736,1802809,12.3,114.5,Delhi
V1515,Delhi,Auto,Petrol,No,Bajaj,Pulsar,2011,12586,1979712,21.9,176.5,Delhi
V1516,Jharkhand,Van,Petrol,No,Force Motors,Traveller,2016,10467,2123466,25.6,179.3,Delhi
V1517,Assam,Truck,Diesel,No,Tata,Nexon,2013,10844,1964894,13.5,142.8,Ahmedabad
V1518,Chhattisgarh,Auto,Petrol,No,Bajaj,Pulsar,2017,12653,133626,11.1,152.8,Jaipur
V1519,Madhya Pradesh,Bus,Petrol,No,Tata,Tiago,2012,4986,1351390,29.6,178.6,Lucknow
V1520,West Bengal,Auto,Electric,Yes,Bajaj,Pulsar,2024,1051,2352257,0.0,0.0,Kochi
V1521,Haryana,Bike,Electric,Yes,Hero,Splendor,2011,8149,1297191,0.0,0.0,Ahmedabad
V1522,Chhattisgarh,Auto,Diesel,No,TVS,Jupiter,2022,5848,1331562,19.8,117.0,Lucknow
V1523,Odisha,Bike,Electric,Yes,Royal Enfield,Classic 350,2021,4124,454795,0.0,0.0,Chennai
V1524,Karnataka,Bus,Petrol,No,Tata,Tiago,2021,10160,1577623,14.3,199.6,Jaipur
V1525,Odisha,SUV,Electric,Yes,Hyundai,Creta,2021,8923,668022,0.0,0.0,Hyderabad
V1526,Haryana,Bike,Hybrid,No,Bajaj,Chetak,2010,9760,216972,15.6,137.2,Lucknow
V1527,Madhya Pradesh,Auto,Petrol,No,Piaggio,Ape,2010,2608,1770621,24.7,120.6,Kolkata
V1528,Punjab,Van,Hybrid,No,Maruti,Alto,2010,3217,641438,15.5,188.9,Hyderabad
V1529,Odisha,Car,Diesel,No,Tata,Punch,2024,9542,1281911,12.8,197.9,Delhi
V1530,Delhi,Bike,Diesel,No,TVS,Jupiter,2022,4338,2452171,19.9,161.5,Mumbai
V1531,Chhattisgarh,Auto,Petrol,No,Piaggio,Porter,2014,7339,2488374,28.9,176.7,Jaipur
V1532,Uttar Pradesh,Truck,Diesel,No,Mahindra,Jeeto,2021,7151,1400308,18.2,166.9,Chennai
V1533,Karnataka,Van,Petrol,No,Tata,Punch,2013,1121,1614954,16.3,147.1,Chennai
V1534,Punjab,Car,Petrol,No,Toyota,Innova,2020,7030,2343847,15.3,161.6,Mumbai
V1535,Bihar,Bus,Electric,Yes,Tata,Nexon,2014,10213,2155583,0.0,0.0,Kolkata
V1536,Telangana,Auto,Electric,Yes,Bajaj,Pulsar,2018,13535,2072251,0.0,0.0,Kochi
V1537,Haryana,Van,Diesel,No,Force Motors,Traveller,2018,11888,1836220,26.0,147.1,Lucknow
V1538,Rajasthan,SUV,Petrol,No,Tata,Punch,2013,7307,145907,23.7,143.2,Lucknow
V1539,Punjab,Bus,Hybrid,No,Tata,Tiago,2014,12274,2372231,22.6,127.7,Kolkata
V1540,Bihar,Truck,Hybrid,No,Tata,Nexon,2024,4467,683025,16.4,122.4,Kochi
V1541,Delhi,SUV,Diesel,No,Tata,Tiago,2022,8228,1839896,14.2,123.2,Hyderabad
V1542,Uttar Pradesh,Truck,Electric,Yes,Eicher,Pro 3015,2018,9575,265510,0.0,0.0,Delhi
V1543,Kerala,Auto,Petrol,No,Piaggio,Ape,2020,6989,289639,13.2,101.8,Kochi
V1544,Tamil Nadu,SUV,Electric,Yes,Tata,Tiago,2010,5809,1800265,0.0,0.0,Kolkata
V1545,Assam,Truck,Electric,Yes,Ashok Leyland,Captain,2022,9443,1733738,0.0,0.0,Hyderabad
V1546,West Bengal,Van,Diesel,No,Tata,Nexon,2012,644,1912974,14.7,106.5,Bengaluru
V1547,Haryana,Bus,Hybrid,No,Volvo,9600,2023,5523,2313639,23.8,184.8,Lucknow
V1548,Gujarat,Van,Diesel,No,Maruti,Alto,2019,5727,1823744,18.6,168.6,Delhi
V1549,Gujarat,Truck,Diesel,No,Ashok Leyland,Dost,2014,11348,1501875,29.3,165.9,Lucknow
V1550,Rajasthan,Bus,Electric,Yes,Tata,Tiago,2020,8178,393774,0.0,0.0,Mumbai
V1551,Tamil Nadu,SUV,Hybrid,No,Hyundai,Venue,2013,13250,1250537,19.0,136.4,Lucknow
V1552,Kerala,Car,Electric,Yes,Hyundai,i20,2024,282,1642294,0.0,0.0,Kochi
V1553,Delhi,Van,Electric,Yes,Maruti,Baleno,2023,6174,380480,0.0,0.0,Kochi
V1554,Andhra Pradesh,Truck,Diesel,No,Tata,Tiago,2015,14941,864751,24.5,134.2,Delhi
